ID,Smiles,Standard_Type,Standard_Relation,Standard_Units,Standard_Value,pIC50
CHEMBL238271,CCCC1(O)CCN(C(=O)OC2([C@H]3CCC[C@@H](CC)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)C1,IC50,=,nM,28,6.552841969
CHEMBL1788111,[3H]N(c1ccc(-c2nc3ccc(O)cc3s2)cc1)C([3H])([3H])[3H],IC50,=,nM,27,6.568636236
CHEMBL236189,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CC4CCC(C3)N4CCO)CC2)N1S(=O)(=O)c1ccc(F)c(F)c1,IC50,=,nM,27,6.568636236
CHEMBL240069,O=C(OC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCO)CC1,IC50,=,nM,27,6.568636236
CHEMBL396212,CNc1ccc(-c2nc3ccc(-c4nc5ccc(F)cc5s4)cc3s2)cc1,Ki,=,nM,27,6.568636236
CHEMBL2386723,C[C@]1(c2nc(NC(=O)c3ncc(C(F)(F)F)cc3Cl)ccc2F)N=C(N)OCC1(F)F,IC50,=,nM,27,6.568636236
CHEMBL1090209,O=S(=O)(N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@H]2C1)C(F)(F)F,IC50,=,nM,27,6.568636236
CHEMBL5169704,CCN(CC)c1ccc(/C=C/C2=CC(/C=C/c3ccc(N(CC)CC)nc3)=[O+][B-](F)(F)O2)cn1,Kd,=,nM,27,6.568636236
CHEMBL5174620,CN(C)c1ccc(/C=C/C=C/C=C(C#N)C#N)cc1,Kd,=,nM,26.9,6.57024772
CHEMBL3629742,O=S(=O)(c1ccc(Cl)cc1)[C@@]12CCCC3(CCSCC3)[C@@H]1COc1c(F)ccc(F)c12,IC50,=,nM,26.4,6.578396073
CHEMBL284575,Nc1ccc(-c2nc3ccc(F)cc3s2)cc1,Ki,=,nM,26.2,6.581698709
CHEMBL3670385,C[C@@]1(c2nc(NC(=O)c3ncc(C(F)(F)F)nc3N)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,IC50,=,nM,26,6.585026652
CHEMBL3758709,CN(C)c1ccc(COc2ccc(OCCF)cc2)cc1,Ki,=,nM,25.7,6.590066877
CHEMBL2203384,Fc1ccc2nc(-c3cnc4[nH]ccc4c3)oc2n1,IC50,=,nM,25.7,6.590066877
CHEMBL3126518,CN(C)c1ccc(/C=C2\COc3ccc(Br)cc3C2=O)cc1Br,Ki,=,nM,25.54,6.592779107
CHEMBL3659995,O=C(C[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(C(F)(F)F)cc3)c3c(F)ccc(F)c3OC[C@H]2C1)NCC(F)(F)F,IC50,=,nM,25,6.602059991
CHEMBL236186,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CC4CCC(C3)N4CCO)CC2)N1S(=O)(=O)c1ccc(F)cc1,IC50,=,nM,25,6.602059991
CHEMBL398155,COc1ccc2nc(-c3ccc4nc(-c5ccc(N)cc5)sc4c3)sc2c1,Ki,=,nM,25,6.602059991
CHEMBL236185,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(F)cc1,IC50,=,nM,25,6.602059991
CHEMBL243630,Nc1ccc(-c2nc3ccc(-c4nc5ccccc5s4)cc3s2)cc1,Ki,=,nM,25,6.602059991
CHEMBL217923,COc1cc(/C=C/C(O)=C/C(C)=O)cc(I)c1O,Ki,=,nM,24.9,6.603800653
CHEMBL3134120,CN(C)c1ccc(-c2nnc(-c3ccc(I)cc3)o2)cn1,Ki,=,nM,24.8,6.605548319
CHEMBL3314322,COc1ccc(OCc2ccc(I)cc2)cc1,Ki,=,nM,24.55,6.609948504
CHEMBL4475538,CN1c2ccccc2Sc2cc(/C=C3/SC(=S)N(CC(=O)OCC4COC(C)(C)O4)C3=O)ccc21,Kd,=,nM,24.5,6.610833916
CHEMBL3314322,COc1ccc(OCc2ccc(I)cc2)cc1,Ki,=,nM,24.3,6.614393726
CHEMBL394553,CN(C)c1ccc(-c2cn3cc(Cl)ccc3n2)cc1,Ki,=,nM,24.2,6.616184634
CHEMBL579205,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1F,IC50,=,nM,24,6.619788758
CHEMBL2048308,CNc1ccc(-c2cc3cc(O)ccc3o2)c(F)n1,IC50,=,nM,24,6.619788758
CHEMBL3670371,C[C@@]1(c2nc(NC(=O)c3ncc(OC(F)F)cc3Cl)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,IC50,=,nM,24,6.619788758
CHEMBL3653403,C[C@@]1(c2cc(NC(=O)c3ncc(C#N)cn3)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,IC50,=,nM,24,6.619788758
CHEMBL5169704,CCN(CC)c1ccc(/C=C/C2=CC(/C=C/c3ccc(N(CC)CC)nc3)=[O+][B-](F)(F)O2)cn1,Kd,=,nM,24,6.619788758
CHEMBL5192359,CN1C(=O)C(=C/C=C/C=C/c2ccc(N(C)C)cc2)C(=O)N(C)C1=O,Kd,=,nM,23.9,6.621602099
CHEMBL3629743,O=S(=O)(N1CC[C@]2(CCC[C@@]3(S(=O)(=O)c4ccc(Cl)cc4)c4c(F)ccc(F)c4OC[C@@H]23)C1)C(F)(F)F,IC50,=,nM,23.3,6.632644079
CHEMBL2203378,CNc1ccc(-c2nc3ccc(F)nc3o2)cc1,IC50,=,nM,23.1,6.63638802
CHEMBL242132,CN(C)c1ccc(-c2nc3ccc(-c4nc5ccc(F)cc5s4)cc3s2)cc1,Ki,=,nM,23,6.638272164
CHEMBL3672718,CC1=NC2(N=C1N)c1cc(-c3cc(F)cc(C#N)c3)ccc1CCC21CC1,IC50,=,nM,23,6.638272164
CHEMBL5080033,COCCOc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CO[C@@](C)(C(F)(F)F)C(N)=N3)n2)c(N)n1,IC50,=,nM,23,6.638272164
CHEMBL224643,CNc1ccc(-c2cc(=O)c3cc(I)ccc3o2)cc1,Ki,=,nM,22.6,6.645891561
CHEMBL3797706,COc1ccc(CC(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)cc1OC,IC50,=,nM,22.54,6.647046088
CHEMBL490084,Oc1ccc2nc(-c3ccc(F)cc3)sc2c1,Ki,=,nM,22.5,6.647817482
CHEMBL81999,CN(C)c1ccc(/C=C/c2ccc(F)cc2)cc1,Ki,=,nM,22,6.657577319
CHEMBL565281,COc1ccc(/C=C/c2cccc(I)c2)cc1,Ki,=,nM,22,6.657577319
CHEMBL394523,CNc1ccc(-c2nc3ccc(-c4nc5ccccc5s4)cc3s2)cc1,Ki,=,nM,22,6.657577319
CHEMBL5085959,C[C@@]1(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,IC50,=,nM,22,6.657577319
CHEMBL3653401,C[C@@]1(c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,IC50,=,nM,22,6.657577319
CHEMBL3314331,Ic1ccc(COc2ccc(I)cc2)cc1,Ki,=,nM,21.9,6.659555885
CHEMBL3314331,Ic1ccc(COc2ccc(I)cc2)cc1,Ki,=,nM,21.88,6.659952682
CHEMBL202938,COc1ccc(-c2ccc(-c3ccc(NCCF)cc3)s2)cc1,Ki,=,nM,21.5,6.66756154
CHEMBL226610,Nc1ccc(C#Cc2ccc(OCCOCCOCCF)cc2)cc1,Ki,=,nM,21.5,6.66756154
CHEMBL242347,Nc1ccc(-c2nc3ccc(-c4nc5ccccc5s4)cc3s2)cc1I,Ki,=,nM,21,6.677780705
CHEMBL228094,Oc1ccc(/C=C/c2cnc(OCCOCCOCCF)c(I)c2)cc1,Ki,=,nM,21,6.677780705
CHEMBL3760007,CN(C)c1ccc(OCc2ccc(OCCF)cc2)cc1,Ki,=,nM,21,6.677780705
CHEMBL1643337,CN(C)c1ccc(C#CC(=O)c2ccc(F)cc2)cc1,Ki,=,nM,20.4,6.690369833
CHEMBL5181356,Cc1ccc2nc(-c3ccc(N[11CH3])cc3)sc2c1,Ki,=,nM,20.2,6.694648631
CHEMBL394132,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(CCO)(OC)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,IC50,=,nM,20,6.698970004
CHEMBL236188,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(F)c(F)c1,IC50,=,nM,20,6.698970004
CHEMBL216553,COc1cc(/C=C/C(C)=O)cc(I)c1O,Ki,=,nM,19.97,6.699621935
CHEMBL598083,CN1C(=O)c2ccc(Nc3ccc(O)cc3)cc2C1=O,Ki,=,nM,19.7,6.705533774
CHEMBL1744460,[3H]C([3H])([3H])N(c1ccc(-c2nc3ccc(O)cc3s2)cn1)C([3H])([3H])[3H],IC50,=,nM,19,6.721246399
CHEMBL2048309,CNc1ccc(-c2cc3cc(C(N)=O)ccc3o2)c(F)n1,IC50,=,nM,19,6.721246399
CHEMBL207456,[11CH3]Nc1ccc(-c2nc3ccc(O)cc3s2)cc1,Ki,=,nM,19,6.721246399
CHEMBL3672726,CO[C@H]1CC[C@]2(CCc3ccc(-c4cncc(Cl)c4)cc3C23N=C(C)C(N)=N3)CC1,IC50,=,nM,19,6.721246399
CHEMBL4113786,C[C@]1(c2nc(NC(=O)c3ncc(C#CCO)cc3Cl)ccc2F)N=C(N)OCC1(F)F,IC50,=,nM,19,6.721246399
CHEMBL3314329,Clc1ccc(OCc2ccc(I)cc2)cc1,Ki,=,nM,18.8,6.725842151
CHEMBL524651,CNc1ccc(-c2nc3c(O)cccc3s2)cc1,Ki,=,nM,18.8,6.725842151
CHEMBL3971184,O=c1ccc(S(=O)(=O)CC[C@@H]2OCC[C@@]3(S(=O)(=O)c4ccc(Cl)cc4)c4c(F)ccc(F)c4OCC23)c[nH]1,IC50,=,nM,18.7,6.728158393
CHEMBL3314329,Clc1ccc(OCc2ccc(I)cc2)cc1,Ki,=,nM,18.62,6.730020323
CHEMBL205403,COc1ccc(-c2ccc(-c3ccc([N+](=O)[O-])cc3)s2)cc1,Ki,=,nM,18.5,6.732828272
CHEMBL3984227,Nc1ncccc1S(=O)(=O)CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OCC12,IC50,=,nM,18,6.744727495
CHEMBL3314340,CN(C)c1ccc(OCc2ccc(I)cc2)cc1,Ki,=,nM,17.78,6.750068243
CHEMBL3314340,CN(C)c1ccc(OCc2ccc(I)cc2)cc1,Ki,=,nM,17.6,6.754487332
CHEMBL3800453,O=C(COC(=O)c1ccc(O)c(O)c1)Nc1c2c(nc3ccccc13)CCCC2,IC50,=,nM,17.36,6.760450279
CHEMBL240284,O=C(OC1([C@H]2CCC[C@@H](c3cc(F)cc(F)c3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CC[C@@H](O)C1,IC50,=,nM,17,6.769551079
CHEMBL208350,CCC[C@H](C(N)=O)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Nc3cccc(C)c3)c2)C1=O,IC50,=,nM,17,6.769551079
CHEMBL236183,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCCO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,IC50,=,nM,17,6.769551079
CHEMBL208504,CCC[C@H](C(N)=O)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Nc3ccc(F)c(Cl)c3)c2)C1=O,IC50,=,nM,17,6.769551079
CHEMBL3653341,C[C@@]1(c2cccc(NC(=O)c3ccc(Br)cn3)c2)COCC(N)=N1,IC50,=,nM,17,6.769551079
CHEMBL3913223,CC#Cc1cncc(-c2cc3c(cc2C)C[C@]2(CC[C@@H](OC)CC2)C32N=C(C)C(N)=N2)c1,IC50,=,nM,17,6.769551079
CHEMBL5075177,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CO[C@@](C)(C(F)(F)F)C(N)=N3)c2)c(C)c1,IC50,=,nM,17,6.769551079
CHEMBL231915,CN(C)c1ccc(C#Cc2cnc(OCCOCCOCCF)c(I)c2)cc1,Ki,=,nM,16.8,6.774690718
CHEMBL227751,Oc1ccc(C#Cc2ccc(OCCOCCOCCF)cc2)cc1,Ki,=,nM,16.5,6.782516056
CHEMBL3905561,COc1ccc(S(=O)(=O)CC[C@@H]2OCC[C@@]3(S(=O)(=O)c4ccc(Cl)cc4)c4c(F)ccc(F)c4OCC23)cn1,IC50,=,nM,16.5,6.782516056
CHEMBL598082,COc1ccc(Nc2ccc3c(c2)C(=O)N(C)C3=O)cc1,Ki,=,nM,16.3,6.787812396
CHEMBL396543,O=C(OC[C@H]1CCC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,IC50,=,nM,16,6.795880017
CHEMBL236192,O=C(OC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCCO)CC1,IC50,=,nM,16,6.795880017
CHEMBL236187,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(F)cc1,IC50,=,nM,16,6.795880017
CHEMBL3672702,CC[C@@H](C)Oc1ccc2c(c1)C1(N=C(C)C(N)=N1)[C@]1(CC[C@H](OC)CC1)C2,IC50,=,nM,16,6.795880017
CHEMBL3672729,CC1=NC2(N=C1N)c1cc(-c3cc(Cl)cc(C#N)c3)ccc1CCC21CC1,IC50,=,nM,16,6.795880017
CHEMBL5169704,CCN(CC)c1ccc(/C=C/C2=CC(/C=C/c3ccc(N(CC)CC)nc3)=[O+][B-](F)(F)O2)cn1,Kd,=,nM,16,6.795880017
CHEMBL2407621,CNc1ccc(-c2cnc3cc(OCC[18F])ccc3n2)cc1,Ki,=,nM,15.7,6.804100348
CHEMBL375934,CN(C)c1ccc(-c2cc(=O)c3cc(I)ccc3o2)cc1,Ki,=,nM,15.6,6.806875402
CHEMBL227923,OCCOc1ncc(/C=C/c2ccc(O)cc2)cc1I,Ki,=,nM,15.5,6.809668302
CHEMBL236193,O=C(O[C@H]1CCC2CCCC1N2S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,IC50,=,nM,15,6.823908741
CHEMBL78012,CN(C)c1ccc(-c2cn3cc(I)ccc3n2)cc1,Ki,=,nM,15,6.823908741
CHEMBL1169460,CN(C)c1ccc(/C=C/c2ccc(OCC(CO)C[18F])cc2)cc1,Ki,=,nM,15,6.823908741
CHEMBL78012,CN(C)c1ccc(-c2cn3cc(I)ccc3n2)cc1,Ki,=,nM,15,6.823908741
CHEMBL198597,Nc1ccc(/C=C/c2ccc(OCC(CO)CF)cc2)cc1,Ki,=,nM,15,6.823908741
CHEMBL205907,CCC[C@H](C(N)=O)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Nc3ccccc3)c2)C1=O,IC50,=,nM,15,6.823908741
CHEMBL236183,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCCO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,IC50,=,nM,15,6.823908741
CHEMBL3659994,O=S(=O)(c1ccc(Cl)cc1)[C@@]12CCO[C@@H](CCC(O)CO)[C@@H]1COc1c(F)ccc(F)c12,IC50,=,nM,15,6.823908741
CHEMBL5199963,CN(CCO)c1ccc2cc(/C=C/C=C/C=C(C#N)C#N)ccc2c1,Kd,=,nM,14.5,6.838631998
CHEMBL226662,Oc1ccc(/C=C/c2cnc(OCCOCCOCCF)c(Br)c2)cc1,Ki,=,nM,14.2,6.847711656
CHEMBL392059,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCO)C[C@@H]3C)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,IC50,=,nM,14,6.853871964
CHEMBL240071,O=C(OC1([C@H]2CCC[C@@H](CC(F)(F)F)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCO)CC1,IC50,=,nM,14,6.853871964
CHEMBL2048305,CNc1ccc(-c2nc3ccc(OC)cc3s2)c(F)n1,IC50,=,nM,14,6.853871964
CHEMBL2386719,C[C@]1(c2nc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)OCC1(F)F,IC50,=,nM,14,6.853871964
CHEMBL1086287,O=S(=O)(NC[C@@H]1CCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]12)C(F)(F)F,IC50,=,nM,14,6.853871964
CHEMBL3629738,O=S(=O)(c1ccc(Cl)cc1)[C@@]12CCC[C@]3(CCOC3)[C@@H]1COc1c(F)ccc(F)c12,IC50,=,nM,13.9,6.8569852
CHEMBL2326891,CNc1c2ccc(I)cc2nc2ccc(OC)cc12,Ki,=,nM,13.8,6.860120914
CHEMBL2203382,Fc1ccc2nc(-c3ccc4[nH]ccc4c3)oc2n1,IC50,=,nM,13.8,6.860120914
CHEMBL1643338,COc1ccc(C#CC(=O)c2ccc(I)cc2)cc1,Ki,=,nM,13.7,6.863279433
CHEMBL5192359,CN1C(=O)C(=C/C=C/C=C/c2ccc(N(C)C)cc2)C(=O)N(C)C1=O,Ki,=,nM,13.7,6.863279433
CHEMBL71696,CN(C)c1ccc(-c2cn3cc([125I])ccc3n2)cc1,Ki,=,nM,13.65,6.864867349
CHEMBL3134121,CN(C)c1ccc(-c2nnc(-c3cccc(I)c3)o2)cn1,Ki,=,nM,13.6,6.866461092
CHEMBL375934,CN(C)c1ccc(-c2cc(=O)c3cc(I)ccc3o2)cc1,Ki,=,nM,13.2,6.879426069
CHEMBL231918,CNc1ccc(C#Cc2cnc(OCCOCCOCCF)c(Br)c2)cc1,Ki,=,nM,13.1,6.882728704
CHEMBL93124,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1,Ki,=,nM,13,6.886056648
CHEMBL2386726,C[C@]1(c2nc(NC(=O)c3nn(C(F)F)cc3Cl)ccc2F)N=C(N)OCC1(F)F,IC50,=,nM,13,6.886056648
CHEMBL236182,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCO)[C@@H](C)C3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,IC50,=,nM,13,6.886056648
CHEMBL241967,CN(C)c1ccc(-c2cn3cc(F)ccc3n2)cc1,Ki,=,nM,13,6.886056648
CHEMBL3909054,O=S(=O)(CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OCC12)c1cncnc1,IC50,=,nM,12.9,6.88941029
CHEMBL5088449,C[C@@]1(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)Cn2c(C#N)cnc2C(N)=N1,IC50,=,nM,12.6,6.899629455
CHEMBL232113,CNc1ccc(C#Cc2cnc(OCCO)c(I)c2)cc1,Ki,=,nM,12.5,6.903089987
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,IC50,=,nM,12.21,6.913284336
CHEMBL3314330,Brc1ccc(OCc2ccc(I)cc2)cc1,Ki,=,nM,12.02,6.920095532
CHEMBL3314330,Brc1ccc(OCc2ccc(I)cc2)cc1,Ki,=,nM,12,6.920818754
CHEMBL383116,COc1ccc2oc(-c3ccc(N(C)C)cc3)cc2c1,Ki,=,nM,12,6.920818754
CHEMBL373663,Nc1ccc(C#Cc2ccc(OCCOCCF)cc2)cc1,Ki,=,nM,12,6.920818754
CHEMBL205332,Nc1ccc(/C=C/C=C/C=C/c2ccc(NCCF)cc2)cc1,Ki,=,nM,12,6.920818754
CHEMBL393941,CC(C)(CO)N1CCN(C(=O)OC2([C@H]3CCC[C@@H](C4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1,IC50,=,nM,12,6.920818754
CHEMBL392059,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCO)C[C@@H]3C)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,IC50,=,nM,12,6.920818754
CHEMBL240070,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,IC50,=,nM,12,6.920818754
CHEMBL2386724,C[C@]1(c2nc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)N=C(N)OCC1(F)F,IC50,=,nM,12,6.920818754
CHEMBL3937729,[C-]#[N+]c1cc(Cl)cc(-c2cc3c(cc2C)C[C@]2(CC[C@@H](OC)CC2)C32N=C(C)C(N)=N2)c1,IC50,=,nM,12,6.920818754
CHEMBL503833,CNc1ccc(-c2nc3cc(O)ccc3s2)cc1,Ki,=,nM,11.5,6.93930216
CHEMBL380476,Nc1ccc(-c2cc3cc(O)ccc3o2)cc1,Ki,=,nM,11.5,6.93930216
CHEMBL1908919,CNc1ccc(/C=C/c2ccc(OCCOCCOCCF)nc2)cc1,Ki,=,nM,11.4,6.943095149
CHEMBL486529,CNc1ccc(-c2nc3cccc(O)c3s2)cc1,Ki,=,nM,11.2,6.950781977
CHEMBL398059,CN(C)c1ccc(C#Cc2cnc(OCCOCCOCCF)c(Br)c2)cc1,Ki,=,nM,11.2,6.950781977
CHEMBL93334,CNc1ccc(-c2nc3ccccc3s2)cc1,Ki,=,nM,11,6.958607315
CHEMBL92801,CN(C)c1ccc(-c2nc3ccc(C#N)cc3s2)cc1,Ki,=,nM,11,6.958607315
CHEMBL3672720,CC1=NC2(N=C1N)c1cc(-c3cncc(Cl)c3)ccc1CCC21CC1,IC50,=,nM,11,6.958607315
CHEMBL2296466,COc1ccc(/C=N/c2nc3ccc(OC)cc3s2)cc1,Ki,=,nM,10.82,6.965772739
CHEMBL78012,CN(C)c1ccc(-c2cn3cc(I)ccc3n2)cc1,Ki,=,nM,10.5,6.978810701
CHEMBL81260,CN(C)c1ccc(-c2cn3cc(Br)ccc3n2)cc1,Ki,=,nM,10.3,6.987162775
CHEMBL78012,CN(C)c1ccc(-c2cn3cc(I)ccc3n2)cc1,Ki,=,nM,10.3,6.987162775
CHEMBL3935559,O=S(=O)(CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OCC12)c1ccnnc1,IC50,=,nM,10.2,6.991399828
CHEMBL3629739,O=S(=O)(c1ccc(Cl)cc1)[C@@]12CCCC3(COC3)[C@@H]1COc1c(F)ccc(F)c12,IC50,=,nM,10.1,6.995678626
CHEMBL330529,CNc1ccc(-c2nc3ccc(C)cc3s2)cc1,Ki,=,nM,10,7
CHEMBL236185,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(F)cc1,IC50,=,nM,10,7
CHEMBL236182,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCO)[C@@H](C)C3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,IC50,=,nM,10,7
CHEMBL568061,Nc1ccc2nc(-c3ccc(F)cc3)sc2c1,Ki,=,nM,10,7
CHEMBL3659992,CCS(=O)(=O)CC[C@@H]1CCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]12,IC50,=,nM,10,7
CHEMBL3670372,C[C@@]1(c2nc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,IC50,=,nM,10,7
CHEMBL3126511,COc1ccc(/C=C2\COc3ccc(Br)cc3C2=O)cc1,Ki,=,nM,9.98,7.000869459
CHEMBL205824,Nc1ccc(-c2ccc(-c3ccc(O)cc3)s2)cc1,Ki,=,nM,9.6,7.017728767
CHEMBL2203395,[3H]C([3H])([3H])n1ccc2cc(-c3nc4ccc(F)nc4o3)cnc21,Kd,=,nM,9.6,7.017728767
CHEMBL236188,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(F)c(F)c1,IC50,=,nM,9.6,7.017728767
CHEMBL93109,Cc1ccc2nc(-c3ccc(N)cc3)sc2c1,Ki,=,nM,9.5,7.022276395
CHEMBL3899794,C[P@]1(=O)OC[C@]2(CCC[C@@]3(S(=O)(=O)c4ccc(Cl)cc4)c4c(F)ccc(F)c4OC[C@@H]23)CO1,IC50,=,nM,9.5,7.022276395
CHEMBL215110,COc1cc(/C=C/C(O)=C/C(=O)/C=C/c2cc(I)c(O)c(OC)c2)ccc1O,Ki,=,nM,9.37,7.028260409
CHEMBL231916,CN(C)c1ccc(C#Cc2cnc(OCCO)c(I)c2)cc1,Ki,=,nM,9.2,7.036212173
CHEMBL3126514,CN(C)c1ccc(/C=C2\COc3ccc(Br)cc3C2=O)cc1,Ki,=,nM,9.1,7.040958608
CHEMBL477841,O=[N+]([O-])c1ccc(-c2nc3ccccc3s2)cc1,Ki,=,nM,9,7.045757491
CHEMBL224147,CNc1ccc(/C=C/c2cnc(OCCOCCOCCF)c(I)c2)cc1,Ki,=,nM,9,7.045757491
CHEMBL381731,Oc1ccc(/C=C/C=C/C=C/c2ccc(O)cc2)cc1,Ki,=,nM,9,7.045757491
CHEMBL394132,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(CCO)(OC)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,IC50,=,nM,9,7.045757491
CHEMBL208456,Nc1ccc(/C=C/C=C/C=C/c2ccc(N)cc2)cc1,Ki,=,nM,9,7.045757491
CHEMBL3653405,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,IC50,=,nM,9,7.045757491
CHEMBL5074449,C[C@@]1(c2cc(NC(=O)c3ncc(OC(F)F)cc3Cl)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,IC50,=,nM,9,7.045757491
CHEMBL78012,CN(C)c1ccc(-c2cn3cc(I)ccc3n2)cc1,Ki,=,nM,8.9,7.050609993
CHEMBL92802,CNc1ccc(-c2nc3ccc(C#N)cc3s2)cc1,Ki,=,nM,8.6,7.065501549
CHEMBL224149,CNc1ccc(/C=C/c2cnc(OCCO)c(I)c2)cc1,Ki,=,nM,8.5,7.070581074
CHEMBL5085521,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)Cn2cc(C#N)nc2C(N)=N1,IC50,=,nM,8.5,7.070581074
CHEMBL3891403,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CC(F)(F)C3)cc1C21N=C(C)C(N)=N1,IC50,=,nM,8.4,7.075720714
CHEMBL570378,CNc1ccc(-c2nc3ccc(O)cc3s2)cn1,Kd,=,nM,8.4,7.075720714
CHEMBL388460,COc1ccc(CSc2ccc3nc(-c4ccc(N(C)C)cc4)cn3c2)cc1,Ki,=,nM,8.3,7.080921908
CHEMBL242194,CCSc1ccc2nc(-c3ccc(N(C)C)cc3)cn2c1,Ki,=,nM,8.3,7.080921908
CHEMBL236184,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,IC50,=,nM,8.3,7.080921908
CHEMBL442269,CN(C)c1ccc(-c2cn3cc(C#N)ccc3n2)cc1,Ki,=,nM,8.2,7.086186148
CHEMBL2386720,C[C@]1(c2nc(NC(=O)c3ncc(C#N)cc3Cl)ccc2F)N=C(N)OCC1(F)F,IC50,=,nM,8,7.096910013
CHEMBL2203383,Cn1ccc2cc(-c3nc4ccc(F)nc4o3)ccc21,IC50,=,nM,8,7.096910013
